frame,time_s_center,time_s_from_start,moon_distance_km,moon_px,sun_px,scale_pct,screen_x_px,screen_y_px,alpha_deg,beta_deg,angular_sep_deg,sun_az_deg,sun_alt_deg,moon_az_deg,moon_alt_deg
66,-5043.421710855428,356.5782891445724,354958.06706512364,65.45698136739841,62.2725691979009,13.091396273479683,58.20048202426788,-34.708639544854215,0.4986950247310533,-0.29740831863959466,0.5806371514474697,163.47144596637992,56.18233081432766,164.36055134534547,55.8817190482008
67,-5038.019009504753,361.98099049524717,354957.86858926626,65.4570179678844,62.272568215806494,13.091403593576882,58.11790721871155,-34.70348898838755,0.4979875122165835,-0.29736418579976864,0.58000699586151,163.51074369327108,56.18752157960247,164.3987075607138,55.88696240047756
68,-5032.616308154077,367.38369184592284,354957.6708646758,65.45705442987166,62.27256723338506,13.091410885974334,58.03535136586173,-34.69826951627904,0.4972801619397397,-0.29731946245193513,0.5793768584373048,163.55005182326028,56.19270038772218,164.43687390770867,55.89219437589681
69,-5027.2136068034015,372.7863931965985,354957.47389151016,65.45709075333058,62.272566250636736,13.091418150666115,57.95281449897052,-34.692981085267604,0.4965729741857506,-0.2972741482253946,0.5787467388303222,163.58937033719357,56.19786723309142,164.47505036838186,55.89741496922177
70,-5021.810905452727,378.18909454727327,354957.27766968496,65.45712693827629,62.2725652675614,13.091425387655258,57.870296708304195,-34.68762366217796,0.495865949728351,-0.29722824283586835,0.5781166371586118,163.62869921587142,56.20302211012387,164.5132369256111,55.902624175132
71,-5016.408204102051,383.59179589794894,354957.082199828,65.45716298459253,62.272564284158925,13.091432596918507,57.787798067582344,-34.68219721014642,0.49515908919950125,-0.297181745967473,0.5774865534011709,163.668038440055,56.20816501324305,164.5514335619854,55.907821988350456
72,-5011.005502751375,388.9944972486246,354956.88748100016,65.45719889245204,62.27256330042961,13.091439778490408,57.70531866483047,-34.67670169630532,0.49445239335373725,-0.29713465733856514,0.5768564876585636,163.70738799046327,56.213295936882105,164.5896402602721,55.91300840357397
73,-5005.602801400701,394.3971985992994,354956.69351385353,65.45723466173412,62.27256231637316,13.091446932346823,57.622858557194974,-34.671137081598076,0.49374586268101833,-0.29708697661447103,0.5762264397761107,163.7467478477723,56.21841487548342,164.62785700272747,55.91818341556504
74,-5000.200100050025,399.79989994997504,354956.50029844686,65.45727029242748,62.272561331989635,13.091454058485496,57.54041779615626,-34.66550332628064,0.4930394976227571,-0.29703870345462646,0.5755964095535074,163.78611799261708,56.2235218234996,164.66608377148276,55.92334701910297
75,-4994.797398699349,405.2026013006507,354956.30783506256,65.45730578447956,62.27256034727904,13.091461156895912,57.45799649260199,-34.659800401380224,0.4923332991293763,-0.29698983761076087,0.5749663972729971,163.82549840559093,56.22861677539252,164.7043205495363,55.92849920887759
76,-4989.3946973486745,410.6053026513255,354956.1161229979,65.45734113801954,62.272559362241246,13.091468227603908,57.3755946789945,-34.65402826377177,0.491627267479339,-0.29694037871333884,0.5743364025775886,163.8648890672449,56.233699725633684,164.74256731865026,55.93363997971829
77,-4983.991995997999,416.00800400200114,354955.92516297667,65.45737635291347,62.272558376876376,13.091475270582695,57.29321244785413,-34.64818688168946,0.49092140346569435,-0.29689032649015745,0.5737064256001426,163.9042899580897,56.2387706687048,164.78082406146532,55.93876932636078
78,-4978.589294647323,421.4107053526768,354955.7349545678,65.45741142924041,62.272557391184364,13.091482285848082,57.21084987582701,-34.642276219927254,0.4902157077454797,-0.2968396806395356,0.5730764663406703,163.9437010585948,56.24382959909662,164.81909076034148,55.943887243581116
79,-4973.186593296648,426.8134067033516,354955.54549822415,65.45744636691637,62.27255640516509,13.091489273383274,57.12850704700985,-34.63629624571994,0.48951018103956984,-0.29678844088070633,0.5724465248634726,163.98312234918708,56.24887651131041,164.85736739771218,55.94899372614418
80,-4967.783891945973,432.21610805402725,354955.35679337126,65.45748116604688,62.27255541881872,13.091496233209373,57.046183999594106,-34.630246916714405,0.48880482367551636,-0.2967366068507482,0.571816600852834,164.02255381024926,56.25391139985688,164.89565395526884,55.95408876891155
81,-4962.381190595298,437.618809404702,354955.16884084785,65.45751582647682,62.27255443214508,13.091503165295364,56.963880846578405,-34.62412820553514,0.4880996366218307,-0.29668417831507593,0.5711866946065214,164.0619954221285,56.258934259256506,164.9339504158116,55.959172366618105
82,-4956.978489244622,443.0215107553777,354954.9816403626,65.45755034825949,62.272553445144304,13.091510069651898,56.881597604004156,-34.61794006716912,0.4873946200162794,-0.296631154887976,0.5705568056327264,164.1014471651283,56.26394508403997,164.9722567606192,55.96424451417066
83,-4951.575787893947,448.42421210605335,354954.79519132373,65.45758473150352,62.272552457816175,13.091516946300702,56.79933439721426,-34.61168247524306,0.4866897749331426,-0.2965775363434501,0.5699269343217551,164.14090901950786,56.26894386874735,165.0105729725977,55.96930520631392
84,-4946.173086543272,453.8269134567281,354954.6094947311,65.45761897602414,62.27255147016084,13.091523795204827,56.71709130237825,-34.60535539714084,0.48598510202537465,-0.2965233224020081,0.5692970806749111,164.18038096548813,56.273930607928996,165.04889903386638,55.97435443786175
85,-4940.770385192596,459.2296148074038,354954.42455024266,65.45765308188399,62.27255048217809,13.091530616376797,56.634868391670935,-34.59895879685193,0.4852806019117032,-0.29646851275507424,0.5686672446480294,164.21986298324802,56.278905296144934,165.08723492644447,55.97939220366732
86,-4935.367683841921,464.63231615807945,354954.2403580568,65.45768704904604,62.272549493868134,13.09153740980921,56.55266566544788,-34.59249262729641,0.4845762745954958,-0.2964131069992238,0.5680374256214127,164.2593550529252,56.28386792796567,165.12558063121475,55.98441849869679
87,-4929.964982491246,470.0350175087542,354954.05691795587,65.45772087755,62.27254850523077,13.09154417551,56.470483266274826,-34.585956866373635,0.48387212129860174,-0.2963571049450683,0.5674076241256237,164.29885715461535,56.28881849797113,165.1639361311934,55.98943331769655
88,-4924.56228114057,475.4377188594299,354953.8742297276,65.45775456743458,62.27254751626617,13.091550913486916,56.38832127362544,-34.57935148129875,0.4831681427022869,-0.29630050631167076,0.5667778401809512,164.3383692683754,56.29375700075164,165.20230140839647,55.994436655521795
89,-4919.159579789895,480.84042021010464,354953.6922942701,65.45778811853373,62.27254652697411,13.091557623706745,56.30617973767145,-34.57267643357754,0.4824643392367531,-0.2962433107691731,0.566148073567001,164.3778913742189,56.29868343090722,165.24067644435144,55.99942850708949
90,-4913.75687843922,486.2431215607803,354953.51111093315,65.45782153096695,62.27254553735474,13.09156430619339,56.22405869612242,-34.56593168298974,0.48176071122542374,-0.2961855179729272,0.5655183239637347,164.41742345211847,56.30359778304859,165.2790612203565,56.00440886734348
91,-4908.354177088544,491.645822911456,354953.3306799225,65.45785480469583,62.27254454740791,13.091570960939167,56.14195831777877,-34.55911721301448,0.48105726011493327,-0.29612712778135436,0.5648885921132042,164.45696548200846,56.30850005179577,165.31745571967835,56.00937773101994
92,-4902.951475737869,497.04852426213074,354953.1510010933,65.45788793974668,62.27254355713363,13.091577587949338,56.05987858230904,-34.55223297302531,0.4803539857313994,-0.2960681397606401,0.5642588772228606,164.49651744377744,56.31339023177944,165.35585992264882,56.01433509317816
93,-4897.548774387194,502.4512256128064,354952.97207531746,65.45792093595831,62.272542566531854,13.091584187191662,55.97781959499275,-34.54527893472717,0.479650888977198,-0.2960085536683177,0.5636291795160802,164.5360793172771,56.3182683176405,165.39427381148593,56.01928094868293
94,-4892.146073036518,507.8539269634821,354952.7939015817,65.45795379351715,62.272541575602645,13.09159075870343,55.8957814349411,-34.53825506646033,0.4789479705304903,-0.2959483692330895,0.5629994990090178,164.57565108231788,56.32313430402943,165.43269736796856,56.02421529244036
95,-4886.743371685843,513.2566283141568,354952.6164803608,65.45798651233521,62.27254058434598,13.091597302467042,55.813764195795734,-34.531161338334414,0.4782452311939373,-0.2958875861988187,0.5623698358305519,164.61523271866776,56.32798818560774,165.47113057405835,56.02913811935086
96,-4881.3406703351675,518.6593296648325,354952.4398119046,65.45801909236602,62.27253959276177,13.091603818473201,55.73176788967251,-34.52399770556848,0.4775426710716715,-0.29582620418177774,0.5617401894473231,164.6548242060533,56.33282995704658,165.50957341043065,56.03404942446095
97,-4875.937968984492,524.0620310155082,354952.2638959266,65.45805153366197,62.27253860085008,13.091610306732395,55.64979269309372,-34.51676415464076,0.4768402916764916,-0.2957642230660846,0.5611105606635457,164.69442552416552,56.3376596130275,165.54802586024286,56.03894920254217
98,-4870.535267633817,529.464732366183,354952.08873249067,65.45808383621092,62.27253760861085,13.091616767242185,55.567838556428626,-34.509460629470006,0.47613809258347356,-0.2957016423711839,0.5604809484431614,164.734036652648,56.34247714824251,165.5864879031475,56.04383744876525
99,-4865.132566283141,534.8674337168586,354951.9143218476,65.45811599996617,62.272536616044,13.091623199993233,55.485905654015525,-34.502087116838375,0.4754360752867038,-0.2956384619837976,0.5598513535734269,164.77365757110758,56.34728255739377,165.62495952218956,56.04871415792021
100,-4859.729864932466,540.2701350675343,354951.7406640278,65.4581480249217,62.27253562314949,13.09162960498434,55.40399400312754,-34.494643572104025,0.47473423993450364,-0.295574681521389,0.5592217755550893,164.8132882591089,56.35207583519373,165.66344069797123,56.05357932509322
101,-4854.327163581791,545.672836418209,354951.5677588383,65.45817991111271,62.27253462992764,13.091635982222542,55.32210371472093,-34.487129971211544,0.4740325874778902,-0.2955103007778175,0.5585922146626542,164.85292869617837,56.35685697636547,165.70193141249217,56.05843294519489
102,-4848.924462231115,551.0755377688847,354951.395606294,65.45821165853604,62.272533636377936,13.09164233170721,55.24023482359029,-34.47954627426347,0.4733311182153126,-0.29544531941119845,0.5579626705438544,164.89257886179905,56.36162597564213,165.74043164654572,56.06327501328969
103,-4843.5217608804405,556.4782391195595,354951.22420672973,65.45824326712953,62.27253264250068,13.091648653425905,55.15838740685427,-34.47189244860511,0.4726298328078607,-0.2953797371417072,0.5573331431860128,164.93223873541635,56.366382827767616,165.77894138153783,56.06810552438642
104,-4838.119059529765,561.8809404702351,354951.05356015125,65.45827473689172,62.2725316482957,13.091654947378345,55.07656161600924,-34.464168477567576,0.47192873255390855,-0.2953135538264942,0.5567036331881958,164.97190829643324,56.37112752749585,165.8174605999734,56.07292447335919
105,-4832.716358179089,567.2836418209108,354950.88366660156,65.4583060678143,62.27253065376306,13.09166121356286,54.9947574246946,-34.45637431038785,0.47122781722791496,-0.29524676903057234,0.5560741397013899,165.01158752421225,56.37586006959191,165.8559892815957,56.077731855404124
106,-4827.313656828414,572.6863431715856,354950.7145251891,65.45833726006126,62.2725296589029,13.091667452012251,54.912974947846934,-34.44850992319495,0.4705270878150024,-0.29517938254938,0.5554446630241991,165.05127639807858,56.38058044883054,165.89452740827699,56.0825276654818
107,-4821.910955477739,578.0890445222612,354950.54613782594,65.45836831327959,62.27252866371484,13.091673662655918,54.831214282715806,-34.44057528830844,0.46982654514874744,-0.29511139414571397,0.5548152033081606,165.09097489731238,56.38528865999755,165.9330749615762,56.08731189859843
