frame,time_s_center,time_s_from_start,moon_distance_km,moon_px,sun_px,scale_pct,screen_x_px,screen_y_px,alpha_deg,beta_deg,angular_sep_deg,sun_az_deg,sun_alt_deg,moon_az_deg,moon_alt_deg,utc_iso
22,-5281.140570285143,118.85942971485748,354967.54320178134,65.4552339419999,62.27261208669483,13.09104678839998,61.85143841585134,-34.86761375748162,0.5299767759861831,-0.2987704981657379,0.6083822902203222,161.75292831641772,55.94218615616794,162.6919645639343,55.63983037840094,2006-03-29 09:26:03.414
23,-5275.737868934467,124.26213106553314,354967.31170953845,65.45527662868797,62.27261111896522,13.091055325737594,61.76810062469261,-34.86545740910562,0.5292627330979013,-0.2987520213750571,0.607751311797335,161.79174998383183,55.947897356582445,162.72965839782788,55.64556894199848,2006-03-29 09:26:08.817
24,-5270.335167583792,129.6648324162079,354967.08096621704,65.4553191773319,62.272610150909614,13.09106383546638,61.68477866160513,-34.86323387602934,0.5285488256610664,-0.2987329689084799,0.6071203526111237,161.83058285527346,55.95359685508284,162.76736308850792,55.65129636991798,2006-03-29 09:26:14.220
25,-5264.932466233116,135.06753376688357,354966.85097291187,65.45536158772926,62.27260918252787,13.091072317545851,61.60147263049406,-34.86094312213943,0.5278350545662597,-0.2987133404565611,0.6064894129200816,161.86942691345902,55.95928464568041,162.80507862085358,55.65701265645771,2006-03-29 09:26:19.623
26,-5259.529764882442,140.47023511755833,354966.6217289508,65.45540386000346,62.272608213820114,13.09108077200069,61.518182542033706,-34.85858509597703,0.5271214199052544,-0.2986931355783662,0.6058584922214656,161.90828214106236,55.96496072239557,162.84280497829155,55.6627177960674,2006-03-29 09:26:25.025
27,-5254.127063531766,145.872936468234,354966.3932345203,65.45544599411957,62.27260724478634,13.091089198823912,61.43490854094344,-34.856159768219605,0.5264079229183312,-0.2986723540226375,0.6052275911042914,161.94714852071365,55.97062507925581,162.88054214623884,55.66841178299876,2006-03-29 09:26:30.428
28,-5248.72436218109,151.27563781890967,354966.165489157,65.4554879901625,62.27260627542651,13.0910975980325,61.35165066176278,-34.8536670915594,0.5256945639017427,-0.2986509953840089,0.6045967092590402,161.98602603500194,55.97627771029845,162.91829010840445,55.6740946116802,2006-03-29 09:26:35.831
29,-5243.321660830416,156.67833916958443,354965.9384937717,65.45552984796377,62.27260530574047,13.091105969592755,61.26840893234738,-34.85110701787743,0.5249813430944741,-0.2986290592501638,0.603965846322091,162.02491466647055,55.9819186095684,162.95604884835257,55.67976627655543,2006-03-29 09:26:41.233
30,-5237.91895947974,162.0810405202601,354965.71224859764,65.45557156747988,62.272604335728246,13.091114313495977,61.1851834780936,-34.84847951455034,0.524268261571246,-0.29860654534156,0.6033350027208766,162.0638143976217,55.98754777111897,162.99381835108798,55.68542677193269,2006-03-29 09:26:46.636
31,-5232.516258129064,167.48374187093577,354965.4867520299,65.45561314900618,62.27260336539011,13.091122629801236,61.101974385416696,-34.84578454357435,0.5235553200727867,-0.2985834533325531,0.6027041785683723,162.1027252109154,55.99316518901233,163.03159860098486,55.691076092179685,2006-03-29 09:26:52.039
